,Name,Society,Award,Year,Location,Data Source,Gender,pred_gender
1171,Kenneth Lee,Society of Skeletal Radiology ,Young Investigaor Award,2011,,https://radiology.wisc.edu/profile/kenneth-lee-403/,1,unknown
1172,Andres Rahal,Society of Skeletal Radiology ,Young Investigaor Award,2011,,https://www.tsaog.com/our-physicians/physician/andres-rahal/,1,male
1173,Andrew Zbojniewicz,Society of Skeletal Radiology ,Young Investigaor Award,2011,,https://www.doximity.com/pub/andrew-zbojniewicz-md,1,unknown
1174,Bethany Casagranda,Society of Skeletal Radiology ,Young Investigaor Award,2012,,https://www.doximity.com/pub/bethany-casagranda-do,2,unknown
1175,Jonelle Petscavage,Society of Skeletal Radiology ,Young Investigaor Award,2012,,https://www.doximity.com/pub/jonelle-thomas-md,2,unknown
1176,Glenn Gaviola,Society of Skeletal Radiology ,Young Investigaor Award,2012,,https://www.doximity.com/pub/glenn-gaviola-md,1,male
1177,Naveen Subhas,Society of Skeletal Radiology ,Young Investigaor Award,2012,,https://my.clevelandclinic.org/staff/7345-naveen-subhas,1,male
1178,Michael Rantiolu,Society of Skeletal Radiology ,Young Investigaor Award,2013,,https://www.muhealth.org/doctors/michael-aro-md,1,male
1179,Meera Raghavan,Society of Skeletal Radiology ,Young Investigaor Award,2013,,https://www.northwell.edu/find-care/find-a-doctor/nuclear-medicine/dr-meera-raghavan-md-11373909,2,unknown
1180,Soterios Gyftopoulos,Society of Skeletal Radiology ,Young Investigaor Award,2013,,https://nyulangone.org/doctors/1356667695/soterios-gyftopoulos,1,unknown
1181,Luis Beltran,Society of Skeletal Radiology ,Young Investigaor Award,2014,,https://physiciandirectory.brighamandwomens.org/details/13592/luis-beltran-radiology-boston,1,male
1182,Alice Ha,Society of Skeletal Radiology ,Young Investigaor Award,2014,,https://rad.washington.edu/radiology-personnel/aha1/,2,male
1183,"Shadpour Demehri,",Society of Skeletal Radiology ,Young Investigaor Award,2014,,https://www.hopkinsmedicine.org/profiles/details/shadpour-demehri,1,unknown
1184,Kaushal Mehta,Society of Skeletal Radiology ,Young Investigaor Award,2014,,https://www.med.uc.edu/depart/radiology/directory/entire-directory/Index/Pubs/mehtakl,1,unknown
1185,Shivani Ahlawat,Society of Skeletal Radiology ,Young Investigaor Award,2015,,https://www.hopkinsmedicine.org/profiles/details/shivani-ahlawat,2,unknown
1186,Lauren M Ladd,Society of Skeletal Radiology ,Young Investigaor Award,2015,,https://medicine.iu.edu/faculty/6874/ladd-lauren,2,unknown
1187,Andrew Wilmot,Society of Skeletal Radiology ,Young Investigaor Award,2015,,https://www.doximity.com/pub/andrew-wilmot-md,1,unknown
1188,Kimia K Kani,Society of Skeletal Radiology ,Young Investigaor Award,2015,,https://health.usnews.com/doctors/kimia-kani-702641,2,unknown
1189,Daniel Siegal,Society of Skeletal Radiology ,Young Investigaor Award,2015,,https://www.henryford.com/physician-directory/s/siegal-daniel,1,unknown
1190,Erin Fitzgerald Alaia,Society of Skeletal Radiology ,Young Investigaor Award,2016,,https://www.doximity.com/pub/erin-alaia-md,2,female
1191,Elisabeth Garwood,Society of Skeletal Radiology ,Young Investigaor Award,2016,,https://physicians.umassmemorial.org/details/4428/elisabeth-garwood-radiology-leominster-marlborough-worcester,2,female
1192,Connie Y chang,Society of Skeletal Radiology ,Young Investigaor Award,2016,,https://scholar.harvard.edu/cychang/home,2,unknown
1193,Tony Wong,Society of Skeletal Radiology ,Young Investigaor Award,2016,,https://www.columbiaradiology.org/profile/tony-t-wong-md,1,male
1194,Timothy Dickson,Society of Skeletal Radiology ,Young Investigaor Award,2017,,https://www.melbourneradiology.com.au/radiologists/dr-tim-dickson/,1,unknown
1195,Corey Ho,Society of Skeletal Radiology ,Young Investigaor Award,2017,,https://som.ucdenver.edu/Profiles/Faculty/Profile/25497,1,unknown
1196,Ogonna Kenechi Nwawka,Society of Skeletal Radiology ,Young Investigaor Award,2017,,https://www.hss.edu/physicians_nwawka-ogonna.asp,2,unknown
1197,Jennifer L Favinger,Society of Skeletal Radiology ,Young Investigaor Award,2017,,https://www.doximity.com/pub/jennifer-favinger-md,2,unknown
1198,Neil Kumar,Society of Skeletal Radiology ,Young Investigaor Award,2017,,https://www.dakota-radiology.com/team-member/neil-m-kumar-m-d/,2,male
1199,William Walter,Society of Skeletal Radiology ,Young Investigaor Award,2017,,https://nyulangone.org/doctors/1649568015/william-walter,1,male
1200,Hailey Allen,Society of Skeletal Radiology ,Young Investigaor Award,2018,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0356611&name=hailey-allen,2,unknown
1201,Dana Lin,Society of Skeletal Radiology ,Young Investigaor Award,2018,,https://med.stanford.edu/profiles/dana-lin,2,male
1202,Ramya Srinivasan,Society of Skeletal Radiology ,Young Investigaor Award,2018,,https://www.doximity.com/pub/ramya-srinivasan-md-fd37b3d7,2,female
1203,Kate Harrington,Society of Skeletal Radiology ,Young Investigaor Award,2018,,https://www.topnpi.com/ny1740735216/dr-kate-harrington,2,male
1204,Palanan Siriwanarangsun,Society of Skeletal Radiology ,Young Investigaor Award,2018,,https://www.bumrungrad.com/en/doctors/Palanan-Siriwanarangsun,1,unknown
1205,Edward Yoon,Society of Skeletal Radiology ,Young Investigaor Award,2018,,https://www.hss.edu/physicians_yoon-edward.asp,1,male
1206,Amanda Crawford,Society of Skeletal Radiology ,Young Investigaor Award,2019,,https://healthcare.utah.edu/fad/mddetail.php?physicianID=u0853165&name=amanda-m-crawford,2,female
1207,David Gimarc,Society of Skeletal Radiology ,Young Investigaor Award,2019,,https://www.uchealth.org/provider/david-gimarc-md/,1,male
1208,Alexander Grushky,Society of Skeletal Radiology ,Young Investigaor Award,2019,,https://medicine.umich.edu/dept/radiology/alexander-grushky-md,1,male
1209,Michael Durst,Society of Skeletal Radiology ,Young Investigaor Award,2019,,https://www.cumedicine.us/providers/radiology/michael-durst,1,male
1210,Natalie Gorelik,Society of Skeletal Radiology ,Young Investigaor Award,2019,,https://www.researchgate.net/profile/Natalia-Gorelik-2,2,unknown
1211,Brian Kennedy,Society of Skeletal Radiology ,Young Investigaor Award,2019,,https://www.hunterdonhealthcare.org/physician/brian-kennedy-md/,1,male
1212,Majid Chalian,Society of Skeletal Radiology ,Young Investigaor Award,2020,,https://rad.washington.edu/radiology-personnel/mchalian/,1,unknown
1213,Iman Khodarahmi,Society of Skeletal Radiology ,Young Investigaor Award,2020,,https://nyulangone.org/doctors/1306106851/iman-khodarahmi,1,male
1214,Parthiv Metha,Society of Skeletal Radiology ,Young Investigaor Award,2020,,https://uropartners.com/physicians/Parthiv%20S%20%20Mehta,1,unknown
1215,Sarah Kamel,Society of Skeletal Radiology ,Young Investigaor Award,2020,,https://www.jefferson.edu/academics/colleges-schools-institutes/skmc/departments/radiology/faculty-staff/faculty/kamel.html,2,female
1216,Jessica Mann,Society of Skeletal Radiology ,Young Investigaor Award,2020,,https://www.raadocs.com/mann.html,2,female
1217,Edward Yoon,Society of Skeletal Radiology ,Young Investigaor Award,2020,,https://www.hss.edu/physicians_yoon-edward.asp,1,male
1218,Luis Beltran,Society of Skeletal Radiology ,SSR Excellence Award ,2011,,https://physiciandirectory.brighamandwomens.org/details/13592/luis-beltran-radiology-boston,1,male
1219,Jason Mayo,Society of Skeletal Radiology ,SSR Excellence Award ,2011,,https://www.midstateradiology.com/radiologists/jason-mayo/,1,unknown
1220,Jenny Bencardino,Society of Skeletal Radiology ,SSR Excellence Award ,2011,,https://www.pennmedicine.org/providers/profile/jenny-bencardino,2,female
1221,Zehava Rosenberg,Society of Skeletal Radiology ,SSR Excellence Award ,2011,,https://www.castleconnolly.com/top-doctors/zehava-s-rosenberg-diagnostic-radiology-81cc031705,2,unknown
1222,Luis Neto Pecci,Society of Skeletal Radiology ,SSR Excellence Award ,2011,,https://br.linkedin.com/in/lu%C3%ADs-pecci-neto-8b24ab85,1,male
1223,Maria Diaz de Tuesta,Society of Skeletal Radiology ,SSR Excellence Award ,2011,,"cant find, based off name ",2,female
1224,Olga Ruiz,Society of Skeletal Radiology ,SSR Excellence Award ,2011,,"cant find, based off name ",2,male
1225,Luke Scalcione ,Society of Skeletal Radiology ,SSR Excellence Award ,2013,,https://www.doximity.com/pub/luke-scalcione-md,1,unknown
1226,Adam Zoga,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2016,,https://www.jefferson.edu/academics/colleges-schools-institutes/skmc/departments/radiology/faculty-staff/faculty/zoga.html,1,male
1227,Scott Sheehan,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2016,,https://www.doximity.com/pub/scott-sheehan-md,1,unknown
1228,Kara Gaetke-Udager,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2016,,https://medicine.umich.edu/dept/radiology/kara-gaetke-udager-md,1,male
1229,Larry White ,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2016,,https://medical-imaging.utoronto.ca/node/297,1,unknown
1230,Jeremy Katz ,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2016,,https://care.advocatehealth.com/doctors/jeremy-r-katz-oak-lawn-diagnostic-radiology,1,unknown
1231,Adam Zoga,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2017,,https://www.jefferson.edu/academics/colleges-schools-institutes/skmc/departments/radiology/faculty-staff/faculty/zoga.html,1,male
1232,Leon Lenchik,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2017,,https://www.wakehealth.edu/Providers/L/Leon-Lenchik,1,male
1233,Robert Boutin,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2017,,https://profiles.stanford.edu/robert-boutin,1,male
1234,Hilary Umans ,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2017,,https://msk.radnet.com/musculoskeletal-radiologists/hilary-umans,1,unknown
1235,Munib Sana ,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2017,,https://www.simonmed.com/our_doctors/sana_munib,1,unknown
1236,Scott Shiffman ,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2017,,https://www.urmc.rochester.edu/people/27425442-scott-schiffman,1,unknown
1237,Anju Patel,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2017,,https://www.northwestradiology.com/staff/anuj-patel-m-d/,1,male
1238,Leon Lenchik,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2018,,https://www.wakehealth.edu/Providers/L/Leon-Lenchik,1,male
1239,Chris Beaulieu,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2018,,https://profiles.stanford.edu/christopher-beaulieu,1,unknown
1240,Connie Chang,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2018,,https://www.massgeneral.org/doctors/18944/Connie-Chang,1,unknown
1241,Robert Lopez ,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2018,,https://www.charlotteradiology.com/physician/robert-lopez/,1,male
1242,Anthony Mascia ,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2019,,https://www.doximity.com/pub/anthony-mascia-md-fd04c511,1,unknown
1243,Jan Fritz ,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2019,,https://nyulangone.org/doctors/1407056054/jan-fritz,1,male
1244,Tony Wong ,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2019,,https://www.columbiaradiology.org/profile/tony-t-wong-md,1,male
1245,Robert Boutin ,Society of Skeletal Radiology ,Ad Hoc Podium Awards ,2019,,https://profiles.stanford.edu/robert-boutin,1,male
1246,Christin Tiegs-Heiden,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2016,,https://www.mayoclinic.org/biographies/tiegs-heiden-christin-a-m-d/bio-20213882,2,unknown
1247,Erin Moran,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2016,,https://www.med.unc.edu/radiology/directory/erin-moran/,2,female
1248,John Skinner,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2016,,https://www.mayo.edu/research/faculty/skinner-john-a-m-d/bio-00027685,1,male
1249,Jack Porrino Jr,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2016,,https://medicine.yale.edu/profile/jack_porrino/,1,male
1250,Felix Chew,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2016,,https://rad.washington.edu/radiology-personnel/fchew/,1,unknown
1251,Michael Mulcahy,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2016,,https://www.doximity.com/pub/michael-mulcahy-md,1,male
1252,Myojeong Mulcahy,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2016,,https://www.uwmedicine.org/bios/hyojeong-hazel-mulcahy,2,unknown
1253,Annemarie Relyea-Chew,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2016,,https://rad.washington.edu/radiology-personnel/archew/,2,unknown
1254,Brian Lee,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2017,,https://www.desertrad.com/radiologists/brian-lee-md,1,male
1255,Devon Klein,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2017,,https://findadoctor.atlantichealth.org/provider/Devon+Andrew+Klein/1583744,1,unknown
1256,Daniel Walz,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2017,,https://www.northwell.edu/find-care/find-a-doctor/diagnostic-radiology/dr-daniel-martin-walz-md-11346090,1,unknown
1257,Matthew D Bucknor,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2017,,https://profiles.ucsf.edu/matthew.bucknor,1,unknown
1258,Rutwik Shah,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2017,,https://profiles.ucsf.edu/rutwik.shah,1,unknown
1259,Iryna Lobach,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2017,,https://profiles.ucsf.edu/iryna.lobach,2,unknown
1260,Hilary Umans ,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2018,,https://msk.radnet.com/musculoskeletal-radiologists/hilary-umans,2,unknown
1261,Bruce Rothschild ,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2018,,https://lba.ku.edu/bruce-rothschild,1,unknown
1262,Kimia Kani,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2019,,https://health.usnews.com/doctors/kimia-kani-702641,2,unknown
1263,"Jack Porrino,",Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2019,,https://medicine.yale.edu/profile/jack_porrino/,1,male
1264,Hyojeong Mulcahy,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2019,,https://www.uwmedicine.org/bios/hyojeong-hazel-mulcahy,2,unknown
1265,Felix Chew,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2019,,https://rad.washington.edu/radiology-personnel/fchew/,1,unknown
1266,George Matcuk Jr,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2019,,https://www.doximity.com/pub/george-matcuk-md,1,male
1267,Jordan Gross,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2019,,https://providers.keckmedicine.org/provider/Jordan+Scott+Gross/387215,1,unknown
1268,Brandon Fields,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2019,,https://www.linkedin.com/in/bkkfields,1,male
1269,Steven Chen,Society of Skeletal Radiology ,Ad Hoc Poster Awards ,2019,,https://findadoctor.slhn.org/details/501,1,unknown
1270,Stuart Lohen,Society of Thoracic Radiology,STR Seed Grant Recipients,2020,,https://www.northwell.edu/find-care/find-a-doctor/diagnostic-radiology/dr-stuart-lance-cohen-md-mph-11369091,1,unknown
1271,L. Azour ,Society of Thoracic Radiology,STR Seed Grant Recipients,2019,,https://nyulangone.org/doctors/1790076941/lea-azour,2,male
1272,F. J. Fintelmann,Society of Thoracic Radiology,STR Seed Grant Recipients,2018,,https://www.doximity.com/pub/florian-fintelmann-md?show_more=true,1,unknown
1273,F. J. Fintelmann,Society of Thoracic Radiology,STR Seed Grant Recipients,2017,,https://www.doximity.com/pub/florian-fintelmann-md?show_more=true,1,unknown
1274,L. Lin,Society of Thoracic Radiology,STR Seed Grant Recipients,2017,,https://medicine.umich.edu/dept/radiology/leanne-lin-md,2,male
1275,T. D. Tailor,Society of Thoracic Radiology,STR Seed Grant Recipients,2016,,https://radiology.duke.edu/faculty/member/tina-d-tailor/,2,unknown
1276,H. H. Guo,Society of Thoracic Radiology,STR Seed Grant Recipients,2015,,https://profiles.stanford.edu/haiwei-guo,1,male
1277,D. Litmanovich,Society of Thoracic Radiology,STR Seed Grant Recipients,2013,,https://health.usnews.com/doctors/diana-litmanovich-805717,2,unknown
1278,J. Chung,Society of Thoracic Radiology,STR Seed Grant Recipients,2012,,https://www.doximity.com/pub/jonathan-chung-md,1,unknown
1279,S. Singh,Society of Thoracic Radiology,STR Seed Grant Recipients,2012,,https://www.researchgate.net/profile/Sarabjeet-Singh-10,1,male
1280,C. W. Koo,Society of Thoracic Radiology,STR Seed Grant Recipients,2010,,https://www.doximity.com/pub/chi-wan-koo-md,2,unknown
1281,D. A. Torigian,Society of Thoracic Radiology,STR Seed Grant Recipients,2009,,https://www.pennmedicine.org/providers/profile/drew-torigian,1,unknown
1282,S. T. Chong,Society of Thoracic Radiology,STR Seed Grant Recipients,2007,,https://health.usnews.com/doctors/suzanne-chong-425760,2,unknown
1283,E. Y. Lee,Society of Thoracic Radiology,STR Seed Grant Recipients,2007,,https://www.childrenshospital.org/directory/physicians/l/edward-lee,1,male
1284,M. Nishino,Society of Thoracic Radiology,STR Seed Grant Recipients,2005,,https://www.dfhcc.harvard.edu/insider/member-detail/member/mizuki-nishino-md/,2,unknown
1285,D. Moses,Society of Thoracic Radiology,STR Seed Grant Recipients,2004,,https://health.usnews.com/doctors/daniel-moses-1017864,1,unknown
